Restaurant ID,Restaurant Name,City,Cuisines,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating text,Votes,Country Name,Avg. Cost For two($)
17293180,DePalma's Italian Cafe - East Side,Athens,"American, Italian, Pizza",No,No,No,No,2,4.1,Very Good,387,United States,25.0
17293205,Five & Ten,Athens,American,No,No,No,No,3,4.3,Very Good,755,United States,40.0
17293229,Grit,Athens,"International, Southern, Vegetarian",No,No,No,No,1,4.2,Very Good,800,United States,10.0
17293897,Ike & Jane,Athens,Sandwich,No,No,No,No,1,4.1,Very Good,350,United States,10.0
17293273,La Dolce Vita Ristorante,Athens,Italian,No,No,No,No,3,4.1,Very Good,464,United States,40.0
17293870,Shokitini,Athens,"Asian, Japanese, Sushi",No,No,No,No,2,4.2,Very Good,550,United States,25.0
17293877,Taqueria Del Sol,Athens,"Mexican, Spanish",No,No,No,No,1,4.1,Very Good,543,United States,10.0
17293890,The National,Athens,"International, Southern",No,No,No,No,3,4.1,Very Good,465,United States,40.0
17293915,The Royal Peasant,Athens,Bar Food,No,No,No,No,1,4.4,Very Good,546,United States,10.0
17293422,Transmetropolitan,Athens,"Italian, Pizza, Sandwich",No,No,No,No,1,4.4,Very Good,1098,United States,10.0
17293873,Trappeze Pub,Athens,"Burger, Bar Food",No,No,No,No,2,4.2,Very Good,579,United States,25.0
17294014,Viva! Argentine Cuisine,Athens,"Desserts, Latin American, Argentine",No,No,No,No,1,4.1,Very Good,374,United States,10.0
17294556,Miyabi Kyoto Japanese Steak House,Augusta,"Chinese, Steak",No,No,No,No,3,4.6,Excellent,717,United States,40.0
17294607,Rae's Coastal Cafe,Augusta,"American, Caribbean, Seafood",No,No,No,No,3,4.9,Excellent,548,United States,40.0
17294279,The Bee's Knees,Augusta,"International, Tapas, Vegetarian",No,No,No,No,2,4.5,Excellent,631,United States,25.0
17294300,Boll Weevil Cafe,Augusta,"Desserts, Sandwich, Southern",No,No,No,No,1,3.9,Good,372,United States,10.0
17295215,Farmhaus Burger,Augusta,"American, Burger",No,No,No,No,2,3.9,Good,201,United States,25.0
17295028,Manuel's Bread Cafe,Augusta,"Breakfast, French",No,No,No,No,3,3.8,Good,332,United States,40.0
17294642,Sconyers Bar B Que,Augusta,BBQ,No,No,No,No,2,3.5,Good,304,United States,25.0
17295109,Frog Hollow Tavern,Augusta,American,No,No,No,No,3,4.3,Very Good,368,United States,40.0
17294441,Giuseppe's Pizza & Italian Specialities,Augusta,"Desserts, Italian, Pizza",No,No,No,No,2,4.1,Very Good,430,United States,25.0
17294552,Mellow Mushroom,Augusta,"Italian, Pizza, Sandwich",No,No,No,No,2,4.4,Very Good,433,United States,25.0
17294565,Nacho Mamas Burritos,Augusta,Mexican,No,No,No,No,1,4.0,Very Good,380,United States,10.0
17294623,Rhinehart's Oyster Bar,Augusta,"Bar Food, Sandwich, Seafood",No,No,No,No,2,4.0,Very Good,456,United States,25.0
17294712,Takosushi,Augusta,"Mexican, Southwestern, Sushi",No,No,No,No,3,4.2,Very Good,647,United States,40.0
17295033,The Chop House,Augusta,Steak,No,No,No,No,3,4.0,Very Good,360,United States,40.0
17295069,The Taj of India,Augusta,Indian,No,No,No,No,2,4.0,Very Good,227,United States,25.0
17294261,Augsburg Haus,Augusta,German,No,No,No,No,2,3.9,Good,290,United States,25.0
17295115,Pho Bac,Augusta,Vietnamese,No,No,No,No,1,4.1,Very Good,270,United States,10.0
17294836,Rhinehart's Oyster Bar,Augusta,"Burger, Seafood",No,No,No,No,2,4.0,Very Good,326,United States,25.0
17294850,Thai Kitchen,Augusta,Thai,No,No,No,No,3,4.3,Very Good,317,United States,35.0
17294883,El Kiosco Mexican Restaurant,Augusta,Mexican,No,No,No,No,1,4.2,Very Good,300,United States,10.0
16608864,Taste of Balingup,Balingup,Modern Australian,No,No,No,No,2,3.2,Average,21,Australia,20.0
16604911,Bridge Road Brewers,Beechworth,"Pizza, Bar Food",No,No,No,No,2,4.6,Excellent,237,Australia,20.0
17303465,Bardenay,Boise,"American, Bar Food",No,No,No,No,2,4.5,Excellent,879,United States,25.0
17303642,Flatbread Neapolitan Pizzeria,Boise,"Italian, Pizza",No,No,No,No,2,4.6,Excellent,615,United States,25.0
17303670,Goldy's Breakfast Bistro,Boise,"Breakfast, Sandwich",No,No,No,No,2,4.5,Excellent,879,United States,25.0
17303545,Chandlers Steakhouse,Boise,"American, Seafood, Steak",No,No,No,No,4,3.9,Good,379,United States,70.0
17303655,Bar Gernika Basque Pub & Eatery,Boise,"European, Spanish",No,No,No,No,1,4.3,Very Good,303,United States,10.0
17304691,Barbacoa Restaurant,Boise,"Latin American, Steak",No,No,No,No,4,4.1,Very Good,538,United States,70.0
17303478,Big Jud's,Boise,"American, Burger, Sandwich",No,No,No,No,1,4.2,Very Good,334,United States,10.0
17303480,Bittercreek Ale House,Boise,"American, Bar Food",No,No,No,No,2,4.3,Very Good,555,United States,25.0
17304733,Boise Fry Company,Boise,"American, Burger",No,No,No,No,1,4.4,Very Good,823,United States,10.0
17303646,Flying Pie Pizzaria,Boise,Pizza,No,No,No,No,2,4.1,Very Good,550,United States,25.0
17304929,Fork,Boise,"American, Burger",No,No,No,No,2,4.4,Very Good,650,United States,25.0
17303684,Guido's Original New York Style Pizza,Boise,Pizza,No,No,No,No,1,4.3,Very Good,410,United States,10.0
17303772,Los Beto's,Boise,Mexican,No,No,No,No,1,4.4,Very Good,660,United States,10.0
17305123,Lucianos Italian Restaurant,Boise,"Italian, Seafood, Vegetarian",No,No,No,No,2,4.4,Very Good,360,United States,25.0
17303787,Mai Thai Restaurant,Boise,"Sushi, Thai",No,No,No,No,3,4.0,Very Good,340,United States,40.0
17303990,Shige Japanese Cuisine,Boise,"Japanese, Sushi, Teriyaki",No,No,No,No,2,4.1,Very Good,393,United States,25.0
17304741,The Egg Factory,Boise,Breakfast,No,No,No,No,1,4.3,Very Good,422,United States,10.0
17304726,Tucanos,Boise,Brazilian,No,No,No,No,3,4.0,Very Good,435,United States,40.0
17304486,Texas Roadhouse,Boise,"American, BBQ, Steak",No,No,No,No,2,4.0,Very Good,369,United States,25.0
17304533,Brick 29,Boise,American,No,No,No,No,3,4.4,Very Good,487,United States,40.0
17316233,Winifreds,Cedar Rapids/Iowa City,"American, Mediterranean, Seafood",No,No,No,No,3,3.7,Good,98,United States,40.0
17315883,Biaggi's Ristorante Italiano,Cedar Rapids/Iowa City,"Italian, Pizza",No,No,No,No,3,4.1,Very Good,365,United States,40.0
17315995,El Super Burrito,Cedar Rapids/Iowa City,Mexican,No,No,No,No,1,4.1,Very Good,190,United States,10.0
17316018,Granite City Food & Brewery,Cedar Rapids/Iowa City,"American, Breakfast, Burger",No,No,No,No,3,4.1,Very Good,429,United States,40.0
17316038,Irish Democrat,Cedar Rapids/Iowa City,"American, BBQ, Burger",No,No,No,No,2,4.4,Very Good,430,United States,25.0
17316771,Taste of India,Cedar Rapids/Iowa City,Indian,No,No,No,No,2,4.2,Very Good,186,United States,25.0
17316201,Thai Moon Restaurant,Cedar Rapids/Iowa City,"Chinese, Sushi, Thai",No,No,No,No,1,4.2,Very Good,220,United States,10.0
17316208,Ting's Red Lantern,Cedar Rapids/Iowa City,Chinese,No,No,No,No,1,4.2,Very Good,347,United States,10.0
17316389,Monica's,Cedar Rapids/Iowa City,"American, Italian, Pizza",No,No,No,No,2,3.8,Good,161,United States,25.0
17316278,Exotic India,Cedar Rapids/Iowa City,Indian,No,No,No,No,2,4.1,Very Good,160,United States,25.0
17316744,Shorts Burger and Shine,Cedar Rapids/Iowa City,Burger,No,No,No,No,1,4.9,Excellent,820,United States,10.0
17316751,The Hamburg Inn No. 2 Inc.,Cedar Rapids/Iowa City,"American, Breakfast, Burger",No,No,No,No,1,4.5,Excellent,488,United States,10.0
17316766,Bluebird Diner,Cedar Rapids/Iowa City,"Breakfast, Diner",No,No,No,No,2,3.6,Good,253,United States,25.0
17316743,Graze,Cedar Rapids/Iowa City,"American, International, Sushi",No,No,No,No,3,3.8,Good,220,United States,40.0
17316374,A & A Pagliai's Pizza,Cedar Rapids/Iowa City,Pizza,No,No,No,No,2,4.3,Very Good,485,United States,25.0
17316381,Atlas World Grill,Cedar Rapids/Iowa City,International,No,No,No,No,3,4.3,Very Good,428,United States,40.0
17316802,BlackStone,Cedar Rapids/Iowa City,"American, Breakfast",No,No,No,No,2,4.1,Very Good,294,United States,25.0
17316416,Devotay,Cedar Rapids/Iowa City,"Mediterranean, Tapas, Vegetarian",No,No,No,No,3,4.0,Very Good,380,United States,40.0
17316449,Jimmy Jack's Rib Shack,Cedar Rapids/Iowa City,BBQ,No,No,No,No,2,4.2,Very Good,259,United States,25.0
17316603,Zoeys Pizzeria,Cedar Rapids/Iowa City,"Pizza, Sandwich",No,No,No,No,2,4.7,Excellent,433,United States,25.0
16659169,Tokyo Sushi,Chatham-Kent,"Japanese, Sushi",No,No,No,No,2,3.7,Good,176,Canada,25.0
17558684,Berry Patch Restaurant,Clatskanie,"American, Breakfast, Desserts",No,No,No,No,1,4.3,Very Good,96,United States,10.0
18366580,Sakura Sushi & Grill,Cochrane,"Asian, Japanese",No,No,No,No,2,3.1,Average,6,United States,25.0
17330755,Uptown Vietnam cuisine,Columbus,"Asian, Vietnamese",No,No,No,No,1,3.3,Average,33,United States,10.0
17330611,Cafe Le Rue @ The Landings,Columbus,"American, Seafood, Cajun",No,No,No,No,2,4.6,Excellent,489,United States,25.0
17330609,Mark's City Grille,Columbus,American,No,No,No,No,2,4.5,Excellent,345,United States,25.0
17330024,B Merrell's,Columbus,"Burger, Bar Food, Southern",No,No,No,No,2,3.8,Good,149,United States,25.0
17330074,Cannon Brewpub,Columbus,"Pizza, Bar Food",No,No,No,No,2,3.9,Good,330,United States,25.0
17330185,Fuji Japanese Steak House,Columbus,"Japanese, Steak",No,No,No,No,3,3.9,Good,247,United States,40.0
17330397,Ruth Ann's Family Restaurant,Columbus,"Breakfast, Diner, Southern",No,No,No,No,1,3.7,Good,123,United States,10.0
17330735,Samurai Japanese Cuisine & Sushi Bar,Columbus,"Japanese, Steak, Sushi",No,No,No,No,3,3.6,Good,109,United States,40.0
17330676,Wasabi Sushi and Thai,Columbus,"Japanese, Sushi, Thai",No,No,No,No,3,3.7,Good,134,United States,40.0
17330048,Buckhead Bar and Grill,Columbus,"Seafood, Steak, Vegetarian",No,No,No,No,3,4.2,Very Good,722,United States,40.0
17330604,Burt's Butcher Shoppe and Eatery,Columbus,Steak,No,No,No,No,2,4.3,Very Good,213,United States,25.0
17330087,Chef Lee's Peking Restaurant,Columbus,Chinese,No,No,No,No,2,4.0,Very Good,335,United States,25.0
17330137,Country's Barbecue,Columbus,"BBQ, Southern",No,No,No,No,2,4.0,Very Good,353,United States,25.0
17330155,Deorio's,Columbus,"Italian, Pizza",No,No,No,No,1,4.0,Very Good,170,United States,0.0
17330309,Mellow Mushroom,Columbus,Pizza,No,No,No,No,2,4.1,Very Good,192,United States,25.0
17330311,Meritage,Columbus,"American, Tapas",No,No,No,No,3,4.1,Very Good,302,United States,40.0
17330615,Mongo The Mongolian Fire Pit,Columbus,"Asian, Chinese",No,No,No,No,1,4.2,Very Good,355,United States,10.0
17330638,The Black Cow,Columbus,American,No,No,No,No,2,4.3,Very Good,287,United States,25.0
17330628,Wood Stone,Columbus,"Italian, Mediterranean, Pizza",No,No,No,No,3,4.0,Very Good,264,United States,40.0
17330546,Hunter's Pub,Columbus,"American, Seafood, Steak",No,No,No,No,3,4.4,Very Good,235,United States,40.0
16643459,Consort Restaurant,Consort,"Chinese, Canadian",No,No,No,No,2,3.0,Average,6,Canada,25.0
17334434,Thatcher's Barbeque and Grill,Dalton,"American, BBQ, Southern",No,No,No,No,2,3.7,Good,38,United States,25.0
17334348,Christian and Jake's Bistro,Dalton,"Desserts, Sandwich",No,No,No,No,1,4.4,Very Good,122,United States,10.0
17334213,Dub's High on the Hog,Dalton,BBQ,No,No,No,No,2,4.4,Very Good,207,United States,25.0
17334355,Sierra's Mexican Restaurant,Dalton,"Mexican, Tex-Mex",No,No,No,No,1,3.9,Good,66,United States,10.0
17334212,Oakwood Cafe,Dalton,"BBQ, Breakfast, Southern",No,No,No,No,1,4.9,Excellent,249,United States,10.0
17333797,Chili's Grill & Bar,Dalton,American,No,No,No,No,2,3.8,Good,63,United States,25.0
17334217,Fuji Japanese Steakhouse,Dalton,"Japanese, Sushi",No,No,No,No,3,3.8,Good,145,United States,40.0
17334273,Las Palmas,Dalton,Mexican,No,No,No,No,1,3.8,Good,83,United States,10.0
17334254,Tony's Italian Restaurant & Pizza,Dalton,Italian,No,No,No,No,2,3.7,Good,116,United States,25.0
17333836,Filling Station,Dalton,"American, Burger",No,No,No,No,1,4.1,Very Good,122,United States,10.0
17334197,Five Guys Burgers and Fries,Dalton,Fast Food,No,No,No,No,1,4.1,Very Good,142,United States,10.0
17333882,Los Pablos,Dalton,Mexican,No,No,No,No,1,4.1,Very Good,114,United States,10.0
17334211,Kobe Hibachi & Sushi,Dalton,"American, Japanese, Sushi",No,No,No,No,2,4.6,Excellent,214,United States,25.0
17334390,Soho Hibachi,Dalton,Japanese,No,No,No,No,1,4.3,Very Good,116,United States,10.0
17334034,Thai Garden,Dalton,Thai,No,No,No,No,2,4.2,Very Good,111,United States,25.0
17334414,Southern Bliss Bakery,Dalton,"Desserts, Sandwich",No,No,No,No,1,3.7,Good,25,United States,10.0
17334082,Bailey's Bar-B-Que,Dalton,BBQ,No,No,No,No,1,4.1,Very Good,128,United States,10.0
17334364,Farm To Fork,Dalton,"American, Diner, Southern",No,No,No,No,1,4.3,Very Good,244,United States,10.0
17334398,Home Plate Grill,Dalton,"American, BBQ, Southern",No,No,No,No,1,4.2,Very Good,112,United States,10.0
17334219,Pie Slingers Pizzeria,Dalton,"Italian, Pizza",No,No,No,No,1,4.1,Very Good,144,United States,10.0
17335173,Olive Tree Cafe,Davenport,"Indian, Mediterranean, Middle Eastern",No,No,No,No,2,4.6,Excellent,166,United States,25.0
17335195,"Red Ginger Sushi, Grill & Bar",Davenport,"Sushi, Teriyaki",No,No,No,No,3,4.5,Excellent,208,United States,40.0
17335225,Crust Stone Oven Pizza,Davenport,"Burger, Pizza",No,No,No,No,2,3.9,Good,136,United States,25.0
17335219,Jimmy's Pancake House,Davenport,"American, Breakfast, Greek",No,No,No,No,1,4.0,Very Good,85,United States,10.0
